"AnnualRefresh","Area","CompanyAltName","CompanyName","Degree","EquitySchedule","Experience","ExperienceLevel","GreenCard","JobFunction","JobType","Level","OtherOffer","PositionType","PostTime","PostTitle","PostUser","PromotionPkg","RelocationFee","Satisfaction","Season","Source","SpiderTime","URL","Year","_type"
"-","Texas","-","eBay","硕士","25/25/25/25","1-3年","在职跳槽","-","分析|数据科学类","全职","-","-","IC (Individual Contributor 技术岗，不管人)","2018-10-5 23:17:03","eBay DS","kk12345","-","-","不去","7-9月","内推","1.538872192812E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=447559&extra=page%3D1%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Yelp","硕士","4","1-3年","在职跳槽","入职6个月绿卡","码农类General","全职","-","无","IC (Individual Contributor 技术岗，不管人)","2018-10-5 06:39:00","抖包袱求大米","lsy1991121","-","10000","去","1-3月","猎头","1.538872193981E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=447396&extra=page%3D1%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Google","硕士","25/25/25/25","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","3","还没Compete","IC (Individual Contributor 技术岗，不管人)","2018-10-5 23:37:28","Google New Grad MTV标准包 顺便求Negotiate指导！","henryly94","-","10500","应该要去","7-9月","Other","1.53887219492E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=447561&extra=page%3D1%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Facebook","硕士","这是啥。。。还没搞清楚","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","没有。。","IC (Individual Contributor 技术岗，不管人)","2018-10-1 00:27:39","脸熟newgrad标准包","Big_Biang","-","-","去吧","7-9月","内推","1.53887219617E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=442504&extra=page%3D1%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Microsoft","硕士","1/4,1/4,1/4,1/4","11-15年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","2018-10-6 00:57:02","MS包裹，请教已入职的兄弟姐妹","iambright","-","2.7","-","7-9月","猎头","1.538872197326E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=445967&extra=page%3D1%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Facebook","硕士","4 y","3-5年","其他","-","码农类General","全职","-","有狗家，但脸家不给加钱了","IC (Individual Contributor 技术岗，不管人)","2018-10-3 01:09:28","脸书 西雅图 E4新鲜包裹","倒序浏览","-","-","不去","7-9月","内推","1.538872198253E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=443987&extra=page%3D1%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","Zume","-","本科","25%, 1/36 monthly","5-10年","在职跳槽","-","码农类General","全职","3","未谈判，手头上有一个E轮Start up offer","IC (Individual Contributor 技术岗，不管人)","2018-10-6 13:58:08","B轮Start up求分析","rainbowfart","-","5000","谈判好的话会去","7-9月","Other","1.538872198758E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=447721&extra=page%3D1%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Amazon","博士","5/15/40/40","fresh grad 无实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","2018-10-6 05:15:35","amazon 地板包求大米","逐日追风","-","-","-","7-9月","内推","1.538872198964E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=447621&extra=page%3D1%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Google","硕士","4 years","1-3年","fresh grad应届毕业生","-","码农类General","全职","-","apple pinterest fb square purestorage houzz","IC (Individual Contributor 技术岗，不管人)","null","Google T4 initial 大包","shiloh00","-","-","-","7-9月","猎头","1.538872201035E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=435258&extra=page%3D1%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Boston Area","Mathworks","-","硕士","-","<3个月短暂实习/全职","fresh grad应届毕业生","给办H1B，抽到之后给办绿卡","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","2018-9-30 11:08:17","Mathworks new Grad return offer 小包","xguo123","-","-","可能去","7-9月","实习ReturnOffer","1.538872201745E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=446272&extra=page%3D1%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","美国其他地区","AT&T","-","博士","N/A","1-3年","在职跳槽","不需要","分析|数据科学类","全职","-","有更好的offer, 无法match","IC (Individual Contributor 技术岗，不管人)","null","西海岸波特兰 数据点","patagonia","-","-","No","4-6月","网上海投","1.538872202344E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=445966&extra=page%3D3%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Google","硕士","unknown","<3个月短暂实习/全职","fresh grad应届毕业生","不给申H1B","码农类General","合同工","3","无","IC (Individual Contributor 技术岗，不管人)","null","谷歌合同工Engineering Residency","coldsnow","-","10.5k（税前）或一些搬家服务","去","4-6月","网上海投","1.538872202721E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=428151&extra=page%3D3%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater New York Area","-","Amazon","博士","5%/15%/20%.....","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","4","matched","IC (Individual Contributor 技术岗，不管人)","null","A家西雅图SDE I","srs90324","-","lum sum or 10K","very likely","7-9月","网上海投","1.538872202738E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=446051&extra=page%3D3%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","doordash","-","博士","4年(25%+25%+25%+25%)","3个月-1年","在职跳槽","eb2","分析|数据科学类","全职","4","无","IC (Individual Contributor 技术岗，不管人)","2018-10-6 14:41:11","D轮公司offer，求谈RSU建议","倒序浏览","-","-","-","7-9月","Other","1.538872203301E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=447730&extra=page%3D1%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater New York Area","-","Bloomberg","硕士","-","11-15年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","请大家看看我现在这份待遇是算什么","bighead1223","-","-","-","1-3月","Other","1.538872204033E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=436479&extra=page%3D3%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Palantir","硕士","5 years","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","Palantir Seattle","qwt185","-","-","-","10-12月","网上海投","1.538872205429E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=442954&extra=page%3D3%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Everywhere else","-","Facebook","硕士","25% 25% 25% 25%","11-15年","在职跳槽","-","码农类General","全职","5","-","IC (Individual Contributor 技术岗，不管人)","null","FB General Engineer [E5] 据点","fenghao","-","25,000","-","7-9月","网上海投","1.538872206034E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=445823&extra=page%3D3%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","DC","-","-","硕士","none","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","-","Other","null","MicroStrategy的New Grad包","shawnchangsdu","-","5k","-","7-9月","校园招聘会","1.538872206355E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=446126&extra=page%3D3%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Facebook","硕士","\","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","3","有，但不如FB的包裹","IC (Individual Contributor 技术岗，不管人)","null","脸家New Grad，非return包","guozw","-","-","应该会接","7-9月","内推","1.538872207429E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=445704&extra=page%3D3%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Facebook","博士","na","3-5年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","FB 新鲜E4包裹求助","canoee","-","-","-","7-9月","内推","1.538872208092E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=439310&extra=page%3D3%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Google","博士","Monthly","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","谷歌儿的一个不错的包","163","-","-","offer已接","4-6月","内推","1.538872208762E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=423508&extra=page%3D3%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Airbnb","硕士","25 25 25 25","1-3年","在职跳槽","-","码农类General","全职","4","Google","IC (Individual Contributor 技术岗，不管人)","2018-9-30 00:51:31","Airbnb T4 包","siren01","-","-","-","7-9月","内推","1.538872209618E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=443762&extra=page%3D3%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"N/A","BayArea","-","Google","硕士","[hide=150]25 25 25 25[/hide]","<3个月短暂实习/全职","fresh grad应届毕业生","N/A","码农类General","全职","-","N/A","IC (Individual Contributor 技术岗，不管人)","2018-9-30 03:20:50","发一个Google标准包！","simonfb71806291","N/A","公司安排relocation","N/A","4-6月","内推","1.538872210169E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=444049&extra=page%3D3%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2020","TrailItem"
"-","Greater New York Area","-","GoldmanSachs","硕士","35%/35%/30%","1-3年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","高盛 Goldman Sachs Tech Analyst","ausjtgn","-","10000","-","1-3月","猎头","1.538872210459E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=325319&extra=page%3D3%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Microsoft","硕士","3.5y","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","2018-9-30 04:35:38","巨硬New Grad","inkfish","-","5k?没听清楚","-","7-9月","内推","1.538872211807E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=445562&extra=page%3D3%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"6-80k","BayArea","tableau","-","硕士","4 years","1-3年","在职跳槽","和大公司一样","码农类General","全职","-","uber","IC (Individual Contributor 技术岗，不管人)","null","tableau 不错包包","shiloh00","-","-","面完GL看看吧","7-9月","内推","1.538872211847E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=445172&extra=page%3D3%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","SoundHound","-","硕士","25% + 1/48 per month","fresh grad 无实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","2018-9-30 06:49:11","SoundHound上岸包","路人甲子","-","-","签了","4-6月","网上海投","1.538872212879E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=423893&extra=page%3D3%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"start from 2020 Jan","Greater Seattle Area","-","Google","硕士","25 25 25 25","1-3年","在职跳槽","-","码农类General","全职","3","Oracle, Microsoft","IC (Individual Contributor 技术岗，不管人)","null","Google Seattle","707213056","-","忘了问","应该","7-9月","猎头","1.538872213919E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=442261&extra=page%3D3%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Google","本科","不知道诶","3-5年","在职跳槽","好像入职就办","码农类General","全职","3","无","IC (Individual Contributor 技术岗，不管人)","null","狗-目前唯一的选择","random_zero","-","有吧","唯一的选择","4-6月","内推","1.538872213982E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=430025&extra=page%3D3%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Google","硕士","25% 25% 25% 25%","1-3年","在职跳槽","-","码农类General","全职","3","暂无，在面amazon","IC (Individual Contributor 技术岗，不管人)","2018-9-30 05:20:30","Google MTV 3级包","wztown","-","-","-","4-6月","猎头","1.538872214053E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=433074&extra=page%3D3%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater New York Area","Morgan Stanley","-","本科","-","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","2018-9-30 11:44:18","报个去年年底的Morgan Stanley Tech Analyst package","minfan2out","有传言说他们家入职年底就升Associate","10000","不去Morgan Stanley，已decline.","10-12月","校园招聘会","1.538872215686E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=336001&extra=page%3D3%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2017","TrailItem"
"-","BayArea","-","Twitter","硕士","25 25 25 25","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","Twitter SDE I (Return/New Grad)","倒序浏览","-","5000","打算去","7-9月","实习ReturnOffer","1.538872216324E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=445873&extra=page%3D3%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
