Data,DataType,PostID
-,Equity,295779
125K,BaseSalary,295779
10%,YearlyBonus,206002
$100k,SignBonus,206002
$400k,Equity,206002
$140k,BaseSalary,206002
SDW,Title,295779
E4,Title,206002
0-20%,YearlyBonus,205685
15000,SignBonus,205685
60000,Equity,205685
107k,BaseSalary,205685
SDE,Title,205685
N/A,YearlyBonus,298299
10k,SignBonus,298299
160k usd,Equity,298299
138k,BaseSalary,298299
一般工程师,Title,298299
Target 15%,YearlyBonus,298280
0,SignBonus,298280
77000,Equity,298280
110000,BaseSalary,298280
Technical Solution Engineer,Title,298280
10000,SignBonus,181945
12-15%,YearlyBonus,181945
95k for 3 years,Equity,181945
100k,BaseSalary,181945
SDE II,Title,181945
std,YearlyBonus,289804
40k,SignBonus,289804
70k,Equity,289804
108k,BaseSalary,289804
SDE,Title,289804
Forgot,YearlyBonus,291252
35k,SignBonus,291252
120k,Equity,291252
108k,BaseSalary,291252
SDE,Title,291252
10%,YearlyBonus,296171
55k,SignBonus,296171
150k,Equity,296171
116k,BaseSalary,296171
SDE I,Title,296171
N/A,YearlyBonus,289287
26k*2,SignBonus,289287
65k,Equity,289287
108k,BaseSalary,289287
SDE1,Title,289287
NA,YearlyBonus,297092
67000,SignBonus,297092
65000,Equity,297092
112000,BaseSalary,297092
sde1,Title,297092
15%,YearlyBonus,280809
30K,SignBonus,280809
190,Equity,280809
130K,BaseSalary,280809
4,Title,280809
N/A,YearlyBonus,296024
36k+31k,SignBonus,296024
65k,Equity,296024
SDE1,Title,296024
0,YearlyBonus,223254
112k,BaseSalary,296024
25K,SignBonus,223254
12K 股，按现在估值越 $300K,Equity,223254
155K,BaseSalary,223254
不知道,Title,223254
没听清,YearlyBonus,297504
没听清,SignBonus,297504
没听清,Equity,297504
110k,BaseSalary,297504
Software Engineer,Title,297504
0,YearlyBonus,297567
5000,SignBonus,297567
72k,Equity,297567
115k,BaseSalary,297567
entry,Title,297567
20000,SignBonus,296478
no,YearlyBonus,296478
250000,Equity,296478
145000,BaseSalary,296478
Software Engineer,Title,296478
10%,YearlyBonus,230934
20k,SignBonus,230934
10k shares,Equity,230934
"140,000",BaseSalary,230934
Entry,Title,230934
15%,YearlyBonus,299017
1w,SignBonus,299017
11w,Equity,299017
13w,BaseSalary,299017
3,Title,299017
15%,YearlyBonus,297352
20000,SignBonus,297352
none,Equity,297352
125000,BaseSalary,297352
Senior,Title,297352
15%,YearlyBonus,187336
20000,SignBonus,187336
250RSU,Equity,187336
115000,BaseSalary,187336
Software Engineer,Title,187336
10% based on company and individual performance,YearlyBonus,182316
12500,SignBonus,182316
80k for 3 years,Equity,182316
100k,BaseSalary,182316
SDE I,Title,182316
15%,YearlyBonus,298953
35k,SignBonus,298953
150k,Equity,298953
115k,BaseSalary,298953
new grad,Title,298953
15000 * KPI Factor,YearlyBonus,168372
N/A,SignBonus,168372
N/A,Equity,168372
Software Developer,Title,168372
105000,BaseSalary,168372
15%,YearlyBonus,291590
40k,SignBonus,291590
355k,Equity,291590
145k,BaseSalary,291590
Quantitative Analyst/Data Scientist,Title,291590
not sure,YearlyBonus,282215
2.5k,SignBonus,282215
110000,Equity,282215
150000,BaseSalary,282215
Software Engineer,Title,282215
15%,YearlyBonus,289787
250k,Equity,289787
0,SignBonus,289787
175k,BaseSalary,289787
senior eng,Title,289787
10%,YearlyBonus,298931
0,SignBonus,298931
25000,Equity,298931
132000,BaseSalary,298931
manager,Title,298931
,YearlyBonus,298166
,SignBonus,298166
,Equity,298166
,BaseSalary,298166
,Title,298166
0,YearlyBonus,285630
"151k, 116k",SignBonus,285630
412 shares,Equity,285630
160k,BaseSalary,285630
Senior,Title,285630
10%,YearlyBonus,295834
75k,SignBonus,295834
150k,Equity,295834
115k,BaseSalary,295834
E3,Title,295834
n/a,YearlyBonus,300799
0,SignBonus,300799
6k,Equity,300799
SDE,Title,300799
15%,YearlyBonus,213860
50k,SignBonus,213860
130k,BaseSalary,300799
300,Equity,213860
120k,BaseSalary,213860
T3,Title,213860
9500,YearlyBonus,301896
7500,SignBonus,301896
340 RSU,Equity,301896
95000,BaseSalary,301896
Software Engineer,Title,301896
0-20%,YearlyBonus,301724
15k,SignBonus,301724
70k,Equity,301724
108k,BaseSalary,301724
SWE,Title,301724
n/a,YearlyBonus,298447
n/a,SignBonus,298447
n/a,Equity,298447
51/hr,BaseSalary,298447
Software Engineering Intern,Title,298447
NA,YearlyBonus,299247
25k,SignBonus,299247
85k,Equity,299247
135k,BaseSalary,299247
AMTS,Title,299247
,YearlyBonus,300513
,SignBonus,300513
,Equity,300513
,BaseSalary,300513
,Title,300513
It depends,YearlyBonus,300379
0,SignBonus,300379
200k/4 yrs,Equity,300379
160k,BaseSalary,300379
Senior,Title,300379
15%,YearlyBonus,223058
50K,SignBonus,223058
450 GSU,Equity,223058
135K,BaseSalary,223058
4,Title,223058
10%,YearlyBonus,297236
75k,SignBonus,297236
115k,BaseSalary,297236
160k,Equity,297236
Software Engineer,Title,297236
20%,YearlyBonus,289211
20000,SignBonus,289211
30000,Equity,289211
125500,BaseSalary,289211
61,Title,289211
0,YearlyBonus,298112
120k 100k,SignBonus,298112
80,Equity,298112
400k,BaseSalary,298112
sde2,Title,298112
12%,YearlyBonus,300355
30k,SignBonus,300355
85k,Equity,300355
145k,BaseSalary,300355
Member of Technical Staff,Title,300355
N/A,YearlyBonus,300343
36k + 31k,SignBonus,300343
65k,Equity,300343
112k,BaseSalary,300343
SDE1,Title,300343
10%,YearlyBonus,299291
75,SignBonus,299291
160,Equity,299291
115,BaseSalary,299291
SDE,Title,299291
10%,YearlyBonus,298929
75k,SignBonus,298929
160k,Equity,298929
115k,BaseSalary,298929
SDE,Title,298929
N/A,YearlyBonus,298826
"40,000/2year",SignBonus,298826
"25,000 Pre-IPO stock options",Equity,298826
"132,000",BaseSalary,298826
Senior SDE,Title,298826
15%,YearlyBonus,236230
25000,SignBonus,236230
4000 rsu,Equity,236230
123000,BaseSalary,236230
Application Engineer,Title,236230
"target of 5%, paid quarterly",YearlyBonus,299220
0,SignBonus,299220
0,Equity,299220
"83,000",BaseSalary,299220
Process Engineer,Title,299220
based on performance,YearlyBonus,299171
"36K, 28K",SignBonus,299171
90 shares,Equity,299171
130K,BaseSalary,299171
SDE I,Title,299171
15%,YearlyBonus,169966
35k,SignBonus,169966
80k/4,Equity,169966
12k,BaseSalary,169966
entry-level,Title,169966
12%,YearlyBonus,299846
15000+12500(Early sign on),SignBonus,299846
-,Equity,299846
105000,BaseSalary,299846
Consultant,Title,299846
0,YearlyBonus,296197
26k+21k,SignBonus,296197
65k,Equity,296197
112k,BaseSalary,296197
New,Title,296197
"55K, it depends",YearlyBonus,301536
0,SignBonus,301536
650K/ 4 YRS,Equity,301536
173K,BaseSalary,301536
SENIOR I,Title,301536
15%,YearlyBonus,292653
50000,SignBonus,292653
320 share,Equity,292653
158000,BaseSalary,292653
SWE,Title,292653
10%,YearlyBonus,300438
25,SignBonus,300438
150,Equity,300438
115,BaseSalary,300438
new grad,Title,300438
0,YearlyBonus,299788
50k,SignBonus,299788
2000,Equity,299788
125k,BaseSalary,299788
Software Engineer,Title,299788
10%,YearlyBonus,278574
35000,SignBonus,278574
100000,Equity,278574
150000,BaseSalary,278574
SDE,Title,278574
0,YearlyBonus,289219
10k,SignBonus,289219
300k,Equity,289219
135k,BaseSalary,289219
sde,Title,289219
10%,YearlyBonus,301127
75K,SignBonus,301127
240K,Equity,301127
140K,BaseSalary,301127
E4,Title,301127
0-20%,YearlyBonus,235977
"40,000",SignBonus,235977
"150,000",Equity,235977
"137,000",BaseSalary,235977
62,Title,235977
0,YearlyBonus,297121
25000,SignBonus,297121
4000,Equity,297121
170K,BaseSalary,297121
4,Title,297121
0-20%,YearlyBonus,301117
45000,SignBonus,301117
50000,Equity,301117
120000,BaseSalary,301117
SDE,Title,301117
12%,YearlyBonus,301051
10000,SignBonus,301051
75000,Equity,301051
105000,BaseSalary,301051
Software Engineer,Title,301051
15%,YearlyBonus,300984
10000,SignBonus,300984
5700 accelerated incentive unit,Equity,300984
190000,BaseSalary,300984
senior,Title,300984
12%,YearlyBonus,298391
10000,SignBonus,298391
0,Equity,298391
10000,BaseSalary,298391
SDE1,Title,298391
Depends,YearlyBonus,213042
13000,SignBonus,213042
N/A,Equity,213042
13万,BaseSalary,213042
Entry Level Software Engineer,Title,213042
standard,YearlyBonus,290410
40K,SignBonus,290410
200K,Equity,290410
128K,BaseSalary,290410
SDEII,Title,290410
0%-20%,YearlyBonus,292718
15k,SignBonus,292718
70k,Equity,292718
116k,BaseSalary,292718
SDE,Title,292718
12%,YearlyBonus,303095
3w,SignBonus,303095
8w,Equity,303095
12.5w,BaseSalary,303095
New Grad,Title,303095
15% Target bonus,YearlyBonus,302406
35000,SignBonus,302406
350000,Equity,302406
175000,BaseSalary,302406
Software Engineer,Title,302406
10%,YearlyBonus,214708
1.5k,SignBonus,214708
60k,Equity,214708
107k,BaseSalary,214708
New Grad/Entry,Title,214708
10%,YearlyBonus,303188
25K,SignBonus,303188
160K,Equity,303188
115K,BaseSalary,303188
SWE,Title,303188
0,YearlyBonus,289154
7200 (currently at about 360k),Equity,289154
25k,SignBonus,289154
170k,BaseSalary,289154
IC3 / SWE,Title,289154
0??,YearlyBonus,302242
5k,SignBonus,302242
85k options,Equity,302242
120000,BaseSalary,302242
Software Engineer,Title,302242
12%,YearlyBonus,301677
15K,SignBonus,301677
75K,Equity,301677
140K,BaseSalary,301677
MTS III,Title,301677
10%,YearlyBonus,300499
25k,SignBonus,300499
150k,Equity,300499
115k,BaseSalary,300499
SWE,Title,300499
15%,YearlyBonus,302340
0,SignBonus,302340
250000,Equity,302340
140000,BaseSalary,302340
3,Title,302340
10%,YearlyBonus,299126
15k,SignBonus,299126
70K,Equity,299126
108k,BaseSalary,299126
new grad,Title,299126
10%,YearlyBonus,289149
50k,SignBonus,289149
300k,Equity,289149
155k,BaseSalary,289149
E4 / SWE,Title,289149
Not sure.,YearlyBonus,301064
10K,SignBonus,301064
100K,Equity,301064
115K,BaseSalary,301064
Yelp New Grad Software Engineer,Title,301064
0~20%,YearlyBonus,302259
50000,SignBonus,302259
225000,Equity,302259
132000,BaseSalary,302259
RSDE,Title,302259
10%,YearlyBonus,181858
5w,SignBonus,181858
300k,Equity,181858
150k,BaseSalary,181858
E4,Title,181858
don't know...,YearlyBonus,301503
15k,SignBonus,301503
110k,Equity,301503
110k,BaseSalary,301503
Software Engineer new grad,Title,301503
0,YearlyBonus,290069
2500,SignBonus,290069
0,Equity,290069
85000,BaseSalary,290069
Associate,Title,290069
10%,YearlyBonus,280223
0,SignBonus,280223
30k,Equity,280223
120k,BaseSalary,280223
SDE,Title,280223
10%,YearlyBonus,287786
100K,SignBonus,287786
240K,Equity,287786
140K,BaseSalary,287786
Research Scientist,Title,287786
0-20%,YearlyBonus,301762
10k,SignBonus,301762
6k,Equity,301762
108000,BaseSalary,301762
Software Engineer,Title,301762
10%,YearlyBonus,289893
100000,SignBonus,289893
320000,Equity,289893
140000,BaseSalary,289893
Research scientist,Title,289893
NA,YearlyBonus,301528
25k,SignBonus,301528
3200,Equity,301528
160k,BaseSalary,301528
Member of Technical Staff,Title,301528
target ~10%,YearlyBonus,302000
40k,SignBonus,302000
130k,Equity,302000
128k,BaseSalary,302000
SWE,Title,302000
貌似没有,YearlyBonus,301557
75000,SignBonus,301557
140k,Equity,301557
145k,BaseSalary,301557
SDE II,Title,301557
0-20%,YearlyBonus,301570
15000,SignBonus,301570
25000,Equity,301570
118000,BaseSalary,301570
SDE,Title,301570
0,YearlyBonus,287650
0,SignBonus,287650
250000,Equity,287650
165000,BaseSalary,287650
Senior,Title,287650
0,YearlyBonus,214903
100k,SignBonus,214903
160 RSU,Equity,214903
160k,BaseSalary,214903
L5,Title,214903
0,YearlyBonus,223946
30K,SignBonus,223946
360K,Equity,223946
140K,BaseSalary,223946
Research Scientist,Title,223946
5%,YearlyBonus,174212
8000,SignBonus,174212
无,Equity,174212
"117,415",BaseSalary,174212
New Graduate,Title,174212
13%,YearlyBonus,209133
10000,SignBonus,209133
20000,Equity,209133
125000,BaseSalary,209133
Entry-Level Software Engineer,Title,209133
10000,YearlyBonus,225026
10000,SignBonus,225026
前两年10000刀一年，第三年起refresh,Equity,225026
95000,BaseSalary,225026
entry,Title,225026
unknown???,YearlyBonus,298266
30k,SignBonus,298266
25k,Equity,298266
120k,BaseSalary,298266
SDE,Title,298266
,YearlyBonus,301283
,SignBonus,301283
,Equity,301283
,BaseSalary,301283
,Title,301283
15%,YearlyBonus,303412
20k,SignBonus,303412
65k,Equity,303412
125k,BaseSalary,303412
Sr. Staff,Title,303412
no,YearlyBonus,298290
65k(first year)+50k(second year),SignBonus,298290
200k,Equity,298290
165k,BaseSalary,298290
Computer Vision Engineer/Applied Research Scientist,Title,298290
target 15%,YearlyBonus,303050
40k,SignBonus,303050
160k,Equity,303050
120k,BaseSalary,303050
T3,Title,303050
5%,YearlyBonus,302192
30000,SignBonus,302192
570 shares,Equity,302192
130000,BaseSalary,302192
entry level,Title,302192
91k stock if meet,YearlyBonus,293778
25k,SignBonus,293778
470k,Equity,293778
164k,BaseSalary,293778
4,Title,293778
N/A,YearlyBonus,298949
10k,SignBonus,298949
70k shares options,Equity,298949
115k,BaseSalary,298949
new grad,Title,298949
10k estimate,YearlyBonus,277769
2000,SignBonus,277769
20000,Equity,277769
105000,BaseSalary,277769
Software Engineer,Title,277769
10%,YearlyBonus,292166
100000,SignBonus,292166
300000,Equity,292166
160000,BaseSalary,292166
Software Engineer / Research Scientist,Title,292166
15%,YearlyBonus,304873
10000,SignBonus,304873
90k,Equity,304873
10.5k,BaseSalary,304873
Entry,Title,304873
10%,YearlyBonus,299259
15k,SignBonus,299259
176,Equity,299259
123K,BaseSalary,299259
Senior engineer,Title,299259
10%,YearlyBonus,204525
10k,SignBonus,204525
0,Equity,204525
115000,BaseSalary,204525
DS,Title,204525
13%,YearlyBonus,292668
38k,SignBonus,292668
30k LTIP,Equity,292668
140k,BaseSalary,292668
Junior,Title,292668
10%,YearlyBonus,304511
-,SignBonus,304511
-,Equity,304511
75K+5K,BaseSalary,304511
Entry level,Title,304511
50,YearlyBonus,277607
20,SignBonus,277607
0,Equity,277607
22.5,BaseSalary,277607
senior software developer,Title,277607
10%,YearlyBonus,277837
20k,SignBonus,277837
200k,Equity,277837
150k,BaseSalary,277837
Software Engineer,Title,277837
0,YearlyBonus,303043
0,SignBonus,303043
850k,Equity,303043
170k,BaseSalary,303043
Software Engineer,Title,303043
0,YearlyBonus,296833
"62k first year, 48k 2nd year",SignBonus,296833
170K,Equity,296833
152,BaseSalary,296833
Software Engineer,Title,296833
N/A,YearlyBonus,304044
25000,SignBonus,304044
N/A,Equity,304044
175000,BaseSalary,304044
senior AI engineer,Title,304044
130000,YearlyBonus,190823
35000,SignBonus,190823
N/A,Equity,190823
170000,BaseSalary,190823
Software Engineer,Title,190823
15k,YearlyBonus,294855
0,SignBonus,294855
0,Equity,294855
135k,BaseSalary,294855
Software Engineer,Title,294855
N/A,YearlyBonus,301295
10000,SignBonus,301295
32000 Option,Equity,301295
120K,BaseSalary,301295
SDE,Title,301295
depends on team,YearlyBonus,304026
5000,SignBonus,304026
115000,BaseSalary,304026
150000,Equity,304026
Software Engineer,Title,304026
10%,YearlyBonus,304008
240k,Equity,304008
100k,SignBonus,304008
140k,BaseSalary,304008
E4,Title,304008
N/A,YearlyBonus,199492
5000,SignBonus,199492
"150K shares (strike price 2.99, current price 7.67)",Equity,199492
160000,BaseSalary,199492
Senior Software Engineer,Title,199492
N/A,YearlyBonus,290363
35K,SignBonus,290363
N/A,Equity,290363
100K,BaseSalary,290363
Analyst,Title,290363
0,YearlyBonus,195397
25000,SignBonus,195397
850K worth of RSU,Equity,195397
175000,BaseSalary,195397
Senior (5),Title,195397
0-20%,YearlyBonus,297855
100000,SignBonus,297855
200000,Equity,297855
145000,BaseSalary,297855
Software Engineer II,Title,297855
25k,SignBonus,303710
n/a不知道,YearlyBonus,303710
100k,Equity,303710
Entry level,Title,303710
115k,BaseSalary,303710
15%,YearlyBonus,303332
20k,SignBonus,303332
350k,Equity,303332
120k,BaseSalary,303332
SWE,Title,303332
7.5%,YearlyBonus,303424
15000,SignBonus,303424
10000股 / 4 years,Equity,303424
155000,BaseSalary,303424
"software engineer, sd2",Title,303424
